Year,target,source,Population type,value
2014,Switzerland,Ghana,Refugees (incl. refugee-like situations),11.00
2014,Switzerland,Guinea,Refugees (incl. refugee-like situations),111.00
2014,Switzerland,Gambia,Refugees (incl. refugee-like situations),50.00
2014,Switzerland,Guinea-Bissau,Refugees (incl. refugee-like situations),44.00
2014,Switzerland,Croatia,Refugees (incl. refugee-like situations),46.00
2014,Switzerland,Haiti,Refugees (incl. refugee-like situations),*
2014,Switzerland,Hungary,Refugees (incl. refugee-like situations),9.00
2014,Switzerland,India,Refugees (incl. refugee-like situations),50.00
2014,Switzerland,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1486.00
2014,Switzerland,Iraq,Refugees (incl. refugee-like situations),3751.00
2014,Switzerland,Israel,Refugees (incl. refugee-like situations),*
2014,Switzerland,Italy,Refugees (incl. refugee-like situations),7.00
2014,Switzerland,Jordan,Refugees (incl. refugee-like situations),31.00
2014,Switzerland,Kazakhstan,Refugees (incl. refugee-like situations),14.00
2014,Switzerland,Kenya,Refugees (incl. refugee-like situations),45.00
2014,Switzerland,Kyrgyzstan,Refugees (incl. refugee-like situations),25.00
2014,Switzerland,Cambodia,Refugees (incl. refugee-like situations),356.00
2014,Switzerland,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),143.00
2014,Switzerland,Lebanon,Refugees (incl. refugee-like situations),41.00
2014,Switzerland,Liberia,Refugees (incl. refugee-like situations),48.00
2014,Switzerland,Libya,Refugees (incl. refugee-like situations),216.00
2014,Switzerland,Sri Lanka,Refugees (incl. refugee-like situations),3731.00
2014,Switzerland,Latvia,Refugees (incl. refugee-like situations),*
2014,Switzerland,Morocco,Refugees (incl. refugee-like situations),33.00
2014,Switzerland,Rep. of Moldova,Refugees (incl. refugee-like situations),13.00
2014,Switzerland,Madagascar,Refugees (incl. refugee-like situations),*
2014,Switzerland,Mexico,Refugees (incl. refugee-like situations),*
2014,Switzerland,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),181.00
2014,Switzerland,Mali,Refugees (incl. refugee-like situations),15.00
2014,Switzerland,Myanmar,Refugees (incl. refugee-like situations),52.00
2014,Switzerland,Montenegro,Refugees (incl. refugee-like situations),33.00
2014,Switzerland,Mongolia,Refugees (incl. refugee-like situations),77.00
2014,Switzerland,Mauritania,Refugees (incl. refugee-like situations),5.00
2014,Switzerland,Mauritius,Refugees (incl. refugee-like situations),*
2014,Switzerland,Malaysia,Refugees (incl. refugee-like situations),*
2014,Switzerland,Niger,Refugees (incl. refugee-like situations),10.00
2014,Switzerland,Nigeria,Refugees (incl. refugee-like situations),142.00
2014,Switzerland,Nepal,Refugees (incl. refugee-like situations),16.00
2014,Switzerland,Pakistan,Refugees (incl. refugee-like situations),104.00
2014,Switzerland,Peru,Refugees (incl. refugee-like situations),9.00
2014,Switzerland,Philippines,Refugees (incl. refugee-like situations),6.00
2014,Switzerland,Poland,Refugees (incl. refugee-like situations),7.00
2014,Switzerland,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),*
2014,Switzerland,Portugal,Refugees (incl. refugee-like situations),5.00
2014,Switzerland,Paraguay,Refugees (incl. refugee-like situations),*
2014,Switzerland,Palestinian,Refugees (incl. refugee-like situations),18.00
2014,Switzerland,Romania,Refugees (incl. refugee-like situations),25.00
2014,Switzerland,Russian Federation,Refugees (incl. refugee-like situations),676.00
2014,Switzerland,Rwanda,Refugees (incl. refugee-like situations),163.00
2014,Switzerland,Saudi Arabia,Refugees (incl. refugee-like situations),*
2014,Switzerland,Sudan,Refugees (incl. refugee-like situations),200.00
2014,Switzerland,Senegal,Refugees (incl. refugee-like situations),24.00
2014,Switzerland,Sierra Leone,Refugees (incl. refugee-like situations),37.00
2014,Switzerland,Somalia,Refugees (incl. refugee-like situations),4279.00
2014,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),3380.00
2014,Switzerland,Slovakia,Refugees (incl. refugee-like situations),*
2014,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5161.00
2014,Switzerland,Chad,Refugees (incl. refugee-like situations),48.00
2014,Switzerland,Togo,Refugees (incl. refugee-like situations),744.00
2014,Switzerland,Tajikistan,Refugees (incl. refugee-like situations),*
2014,Switzerland,Turkmenistan,Refugees (incl. refugee-like situations),9.00
2014,Switzerland,Tunisia,Refugees (incl. refugee-like situations),312.00
2014,Switzerland,Turkey,Refugees (incl. refugee-like situations),3618.00
2014,Switzerland,United Rep. of Tanzania,Refugees (incl. refugee-like situations),16.00
2014,Switzerland,Uganda,Refugees (incl. refugee-like situations),30.00
2014,Switzerland,Ukraine,Refugees (incl. refugee-like situations),17.00
2014,Switzerland,United States of America,Refugees (incl. refugee-like situations),*
2014,Switzerland,Uzbekistan,Refugees (incl. refugee-like situations),56.00
2014,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2014,Switzerland,Viet Nam,Refugees (incl. refugee-like situations),1203.00
2014,Switzerland,Stateless,Refugees (incl. refugee-like situations),10.00
2014,Switzerland,Various/Unknown,Refugees (incl. refugee-like situations),565.00
2014,Switzerland,Yemen,Refugees (incl. refugee-like situations),300.00
2014,Switzerland,South Africa,Refugees (incl. refugee-like situations),*
2014,Switzerland,Zimbabwe,Refugees (incl. refugee-like situations),14.00
2014,Chile,Afghanistan,Refugees (incl. refugee-like situations),14.00
2014,Chile,Argentina,Refugees (incl. refugee-like situations),*
2014,Chile,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),*
2014,Chile,Cameroon,Refugees (incl. refugee-like situations),*
2014,Chile,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5.00
2014,Chile,Congo,Refugees (incl. refugee-like situations),8.00
2014,Chile,Colombia,Refugees (incl. refugee-like situations),996.00
2014,Chile,Costa Rica,Refugees (incl. refugee-like situations),*
2014,Chile,Cuba,Refugees (incl. refugee-like situations),18.00
2014,Chile,Ecuador,Refugees (incl. refugee-like situations),18.00
2014,Chile,Haiti,Refugees (incl. refugee-like situations),*
2014,Chile,Iraq,Refugees (incl. refugee-like situations),*
2014,Chile,Israel,Refugees (incl. refugee-like situations),*
2014,Chile,Kenya,Refugees (incl. refugee-like situations),*
2014,Chile,Sri Lanka,Refugees (incl. refugee-like situations),6.00
2014,Chile,Nigeria,Refugees (incl. refugee-like situations),*
2014,Chile,Peru,Refugees (incl. refugee-like situations),118.00
2014,Chile,Palestinian,Refugees (incl. refugee-like situations),119.00
2014,Chile,Russian Federation,Refugees (incl. refugee-like situations),*
2014,Chile,El Salvador,Refugees (incl. refugee-like situations),*
2014,Chile,Somalia,Refugees (incl. refugee-like situations),*
2014,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6.00
2014,Chile,Ukraine,Refugees (incl. refugee-like situations),*
2014,Chile,Various/Unknown,Refugees (incl. refugee-like situations),441.00
2014,China,Afghanistan,Refugees (incl. refugee-like situations),7.00
2014,China,Eritrea,Refugees (incl. refugee-like situations),*
2014,China,Iraq,Refugees (incl. refugee-like situations),7.00
2014,China,Pakistan,Refugees (incl. refugee-like situations),7.00
2014,China,Palestinian,Refugees (incl. refugee-like situations),5.00
2014,China,Somalia,Refugees (incl. refugee-like situations),120.00
2014,China,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5.00
2014,China,Viet Nam,Refugees (incl. refugee-like situations),300896.00
2014,China,Zimbabwe,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Afghanistan,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Angola,Refugees (incl. refugee-like situations),5.00
2014,C̫te d'Ivoire,Burundi,Refugees (incl. refugee-like situations),34.00
2014,C̫te d'Ivoire,Benin,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Burkina Faso,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Central African Rep.,Refugees (incl. refugee-like situations),240.00
2014,C̫te d'Ivoire,Cameroon,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),168.00
2014,C̫te d'Ivoire,Congo,Refugees (incl. refugee-like situations),166.00
2014,C̫te d'Ivoire,Eritrea,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Ethiopia,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Ghana,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Guinea,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6.00
2014,C̫te d'Ivoire,Cambodia,Refugees (incl. refugee-like situations),28.00
2014,C̫te d'Ivoire,Lebanon,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Liberia,Refugees (incl. refugee-like situations),1086.00
2014,C̫te d'Ivoire,Sri Lanka,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Mauritania,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Niger,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Nigeria,Refugees (incl. refugee-like situations),19.00
2014,C̫te d'Ivoire,Pakistan,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Rwanda,Refugees (incl. refugee-like situations),82.00
2014,C̫te d'Ivoire,Sudan,Refugees (incl. refugee-like situations),8.00
2014,C̫te d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Chad,Refugees (incl. refugee-like situations),17.00
2014,C̫te d'Ivoire,Togo,Refugees (incl. refugee-like situations),30.00
2014,C̫te d'Ivoire,Uganda,Refugees (incl. refugee-like situations),*
2014,C̫te d'Ivoire,Viet Nam,Refugees (incl. refugee-like situations),9.00
2014,Cameroon,Angola,Refugees (incl. refugee-like situations),12.00
2014,Cameroon,Burundi,Refugees (incl. refugee-like situations),67.00
2014,Cameroon,Burkina Faso,Refugees (incl. refugee-like situations),*
2014,Cameroon,Central African Rep.,Refugees (incl. refugee-like situations),220702.00
2014,Cameroon,C̫te d'Ivoire,Refugees (incl. refugee-like situations),112.00
2014,Cameroon,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),472.00
2014,Cameroon,Congo,Refugees (incl. refugee-like situations),62.00
2014,Cameroon,Algeria,Refugees (incl. refugee-like situations),*
2014,Cameroon,Eritrea,Refugees (incl. refugee-like situations),*
2014,Cameroon,Gabon,Refugees (incl. refugee-like situations),*
2014,Cameroon,Ghana,Refugees (incl. refugee-like situations),*
2014,Cameroon,Guinea,Refugees (incl. refugee-like situations),13.00
2014,Cameroon,Equatorial Guinea,Refugees (incl. refugee-like situations),10.00
2014,Cameroon,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2014,Cameroon,Cambodia,Refugees (incl. refugee-like situations),5.00
2014,Cameroon,Liberia,Refugees (incl. refugee-like situations),10.00
2014,Cameroon,Morocco,Refugees (incl. refugee-like situations),*
2014,Cameroon,Mali,Refugees (incl. refugee-like situations),*
2014,Cameroon,Mauritania,Refugees (incl. refugee-like situations),*
2014,Cameroon,Nigeria,Refugees (incl. refugee-like situations),39968.00
2014,Cameroon,Rwanda,Refugees (incl. refugee-like situations),825.00
2014,Cameroon,Sudan,Refugees (incl. refugee-like situations),86.00
2014,Cameroon,South Sudan,Refugees (incl. refugee-like situations),9.00
2014,Cameroon,Swaziland,Refugees (incl. refugee-like situations),*
2014,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,Cameroon,Chad,Refugees (incl. refugee-like situations),1738.00
2014,Cameroon,Togo,Refugees (incl. refugee-like situations),11.00
2014,Cameroon,Uganda,Refugees (incl. refugee-like situations),*
2014,Dem. Rep. of the Congo,Angola,Refugees (incl. refugee-like situations),558.00
2014,Dem. Rep. of the Congo,Burundi,Refugees (incl. refugee-like situations),9259.00
2014,Dem. Rep. of the Congo,Central African Rep.,Refugees (incl. refugee-like situations),68165.00
2014,Dem. Rep. of the Congo,C̫te d'Ivoire,Refugees (incl. refugee-like situations),9.00
2014,Dem. Rep. of the Congo,Cameroon,Refugees (incl. refugee-like situations),7.00
2014,Dem. Rep. of the Congo,Congo,Refugees (incl. refugee-like situations),671.00
2014,Dem. Rep. of the Congo,Ethiopia,Refugees (incl. refugee-like situations),*
2014,Dem. Rep. of the Congo,Guinea,Refugees (incl. refugee-like situations),8.00
2014,Dem. Rep. of the Congo,Liberia,Refugees (incl. refugee-like situations),8.00
2014,Dem. Rep. of the Congo,Rwanda,Refugees (incl. refugee-like situations),38028.00
2014,Dem. Rep. of the Congo,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Dem. Rep. of the Congo,Somalia,Refugees (incl. refugee-like situations),31.00
2014,Dem. Rep. of the Congo,South Sudan,Refugees (incl. refugee-like situations),1790.00
2014,Dem. Rep. of the Congo,Chad,Refugees (incl. refugee-like situations),*
2014,Dem. Rep. of the Congo,Uganda,Refugees (incl. refugee-like situations),1213.00
2014,Congo,Angola,Refugees (incl. refugee-like situations),467.00
2014,Congo,Burundi,Refugees (incl. refugee-like situations),96.00
2014,Congo,Central African Rep.,Refugees (incl. refugee-like situations),21695.00
2014,Congo,C̫te d'Ivoire,Refugees (incl. refugee-like situations),6.00
2014,Congo,Cameroon,Refugees (incl. refugee-like situations),*
2014,Congo,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),23376.00
2014,Congo,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2014,Congo,Liberia,Refugees (incl. refugee-like situations),*
2014,Congo,Mali,Refugees (incl. refugee-like situations),*
2014,Congo,Mauritania,Refugees (incl. refugee-like situations),7.00
2014,Congo,Nigeria,Refugees (incl. refugee-like situations),*
2014,Congo,Rwanda,Refugees (incl. refugee-like situations),9104.00
2014,Congo,Sudan,Refugees (incl. refugee-like situations),31.00
2014,Congo,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Congo,Chad,Refugees (incl. refugee-like situations),45.00
2014,Congo,Togo,Refugees (incl. refugee-like situations),*
2014,Congo,Uganda,Refugees (incl. refugee-like situations),*
2014,Colombia,Afghanistan,Refugees (incl. refugee-like situations),*
2014,Colombia,Angola,Refugees (incl. refugee-like situations),*
2014,Colombia,Benin,Refugees (incl. refugee-like situations),*
2014,Colombia,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),*
2014,Colombia,China,Refugees (incl. refugee-like situations),*
2014,Colombia,Congo,Refugees (incl. refugee-like situations),*
2014,Colombia,Cuba,Refugees (incl. refugee-like situations),62.00
2014,Colombia,Ecuador,Refugees (incl. refugee-like situations),9.00
2014,Colombia,Eritrea,Refugees (incl. refugee-like situations),*
2014,Colombia,Ethiopia,Refugees (incl. refugee-like situations),16.00
2014,Colombia,Ghana,Refugees (incl. refugee-like situations),*
2014,Colombia,Haiti,Refugees (incl. refugee-like situations),*
2014,Colombia,Hungary,Refugees (incl. refugee-like situations),7.00
2014,Colombia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2014,Colombia,Iraq,Refugees (incl. refugee-like situations),*
2014,Colombia,Liberia,Refugees (incl. refugee-like situations),*
2014,Colombia,Sri Lanka,Refugees (incl. refugee-like situations),*
2014,Colombia,Mauritania,Refugees (incl. refugee-like situations),*
2014,Colombia,Nicaragua,Refugees (incl. refugee-like situations),14.00
2014,Colombia,Nepal,Refugees (incl. refugee-like situations),*
2014,Colombia,Pakistan,Refugees (incl. refugee-like situations),*
2014,Colombia,Peru,Refugees (incl. refugee-like situations),6.00
2014,Colombia,Palestinian,Refugees (incl. refugee-like situations),*
2014,Colombia,Romania,Refugees (incl. refugee-like situations),7.00
2014,Colombia,Sudan,Refugees (incl. refugee-like situations),*
2014,Colombia,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Colombia,El Salvador,Refugees (incl. refugee-like situations),7.00
2014,Colombia,Somalia,Refugees (incl. refugee-like situations),11.00
2014,Colombia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),7.00
2014,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,Colombia,Turkey,Refugees (incl. refugee-like situations),*
2014,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),27.00
2014,Colombia,Stateless,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Afghanistan,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Angola,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Argentina,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Armenia,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Bulgaria,Refugees (incl. refugee-like situations),13.00
2014,Costa Rica,Belarus,Refugees (incl. refugee-like situations),8.00
2014,Costa Rica,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),8.00
2014,Costa Rica,China,Refugees (incl. refugee-like situations),*
2014,Costa Rica,C̫te d'Ivoire,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Cameroon,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Colombia,Refugees (incl. refugee-like situations),16623.00
2014,Costa Rica,Cuba,Refugees (incl. refugee-like situations),858.00
2014,Costa Rica,Cyprus,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Germany,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Dominican Rep.,Refugees (incl. refugee-like situations),6.00
2014,Costa Rica,Eritrea,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Ethiopia,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Georgia,Refugees (incl. refugee-like situations),15.00
2014,Costa Rica,Ghana,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Guatemala,Refugees (incl. refugee-like situations),49.00
2014,Costa Rica,Honduras,Refugees (incl. refugee-like situations),73.00
2014,Costa Rica,Haiti,Refugees (incl. refugee-like situations),38.00
2014,Costa Rica,Hungary,Refugees (incl. refugee-like situations),*
2014,Costa Rica,India,Refugees (incl. refugee-like situations),7.00
2014,Costa Rica,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6.00
2014,Costa Rica,Israel,Refugees (incl. refugee-like situations),16.00
2014,Costa Rica,Liberia,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Mexico,Refugees (incl. refugee-like situations),8.00
2014,Costa Rica,Nigeria,Refugees (incl. refugee-like situations),28.00
2014,Costa Rica,Nicaragua,Refugees (incl. refugee-like situations),605.00
2014,Costa Rica,Panama,Refugees (incl. refugee-like situations),18.00
2014,Costa Rica,Peru,Refugees (incl. refugee-like situations),228.00
2014,Costa Rica,Romania,Refugees (incl. refugee-like situations),5.00
2014,Costa Rica,Russian Federation,Refugees (incl. refugee-like situations),21.00
2014,Costa Rica,Sudan,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Costa Rica,El Salvador,Refugees (incl. refugee-like situations),222.00
2014,Costa Rica,Somalia,Refugees (incl. refugee-like situations),15.00
2014,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5.00
2014,Costa Rica,Uganda,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Ukraine,Refugees (incl. refugee-like situations),21.00
2014,Costa Rica,United States of America,Refugees (incl. refugee-like situations),*
2014,Costa Rica,Uzbekistan,Refugees (incl. refugee-like situations),7.00
2014,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),234.00
2014,Costa Rica,Various/Unknown,Refugees (incl. refugee-like situations),1564.00
2014,Costa Rica,South Africa,Refugees (incl. refugee-like situations),*
2014,Cuba,Afghanistan,Refugees (incl. refugee-like situations),5.00
2014,Cuba,Western Sahara,Refugees (incl. refugee-like situations),246.00
2014,Cuba,Ethiopia,Refugees (incl. refugee-like situations),*
2014,Cuba,Haiti,Refugees (incl. refugee-like situations),*
2014,Cuba,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2014,Cuba,Palestinian,Refugees (incl. refugee-like situations),*
2014,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20.00
2014,Cuba,Yemen,Refugees (incl. refugee-like situations),*
2014,Cura̤ao,Colombia,Refugees (incl. refugee-like situations),27.00
2014,Cura̤ao,Cuba,Refugees (incl. refugee-like situations),*
2014,Cura̤ao,Jamaica,Refugees (incl. refugee-like situations),7.00
2014,Cura̤ao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,Cayman Islands,Afghanistan,Refugees (incl. refugee-like situations),*
2014,Cayman Islands,Cuba,Refugees (incl. refugee-like situations),*
2014,Cayman Islands,Mexico,Refugees (incl. refugee-like situations),*
2014,Cyprus,Afghanistan,Refugees (incl. refugee-like situations),7.00
2014,Cyprus,Armenia,Refugees (incl. refugee-like situations),23.00
2014,Cyprus,Burkina Faso,Refugees (incl. refugee-like situations),*
2014,Cyprus,Bangladesh,Refugees (incl. refugee-like situations),*
2014,Cyprus,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),15.00
2014,Cyprus,Central African Rep.,Refugees (incl. refugee-like situations),*
2014,Cyprus,China,Refugees (incl. refugee-like situations),*
2014,Cyprus,Cameroon,Refugees (incl. refugee-like situations),11.00
2014,Cyprus,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),13.00
2014,Cyprus,Comoros,Refugees (incl. refugee-like situations),*
2014,Cyprus,Cuba,Refugees (incl. refugee-like situations),*
2014,Cyprus,Algeria,Refugees (incl. refugee-like situations),*
2014,Cyprus,Egypt,Refugees (incl. refugee-like situations),77.00
2014,Cyprus,Eritrea,Refugees (incl. refugee-like situations),5.00
2014,Cyprus,Ethiopia,Refugees (incl. refugee-like situations),*
2014,Cyprus,Georgia,Refugees (incl. refugee-like situations),85.00
2014,Cyprus,Ghana,Refugees (incl. refugee-like situations),*
2014,Cyprus,Guinea,Refugees (incl. refugee-like situations),*
2014,Cyprus,Croatia,Refugees (incl. refugee-like situations),*
2014,Cyprus,Indonesia,Refugees (incl. refugee-like situations),*
2014,Cyprus,India,Refugees (incl. refugee-like situations),*
2014,Cyprus,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),470.00
2014,Cyprus,Iraq,Refugees (incl. refugee-like situations),682.00
2014,Cyprus,Jordan,Refugees (incl. refugee-like situations),16.00
2014,Cyprus,Kazakhstan,Refugees (incl. refugee-like situations),*
2014,Cyprus,Kyrgyzstan,Refugees (incl. refugee-like situations),*
2014,Cyprus,Lebanon,Refugees (incl. refugee-like situations),36.00
2014,Cyprus,Liberia,Refugees (incl. refugee-like situations),*
2014,Cyprus,Libya,Refugees (incl. refugee-like situations),*
2014,Cyprus,Sri Lanka,Refugees (incl. refugee-like situations),23.00
2014,Cyprus,Morocco,Refugees (incl. refugee-like situations),*
2014,Cyprus,Rep. of Moldova,Refugees (incl. refugee-like situations),18.00
2014,Cyprus,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2014,Cyprus,Mali,Refugees (incl. refugee-like situations),*
2014,Cyprus,Nigeria,Refugees (incl. refugee-like situations),8.00
2014,Cyprus,Nepal,Refugees (incl. refugee-like situations),*
2014,Cyprus,Pakistan,Refugees (incl. refugee-like situations),17.00
2014,Cyprus,Philippines,Refugees (incl. refugee-like situations),8.00
2014,Cyprus,Palestinian,Refugees (incl. refugee-like situations),1739.00
2014,Cyprus,Russian Federation,Refugees (incl. refugee-like situations),60.00
2014,Cyprus,Rwanda,Refugees (incl. refugee-like situations),*
2014,Cyprus,Sudan,Refugees (incl. refugee-like situations),6.00
2014,Cyprus,Sierra Leone,Refugees (incl. refugee-like situations),20.00
2014,Cyprus,Somalia,Refugees (incl. refugee-like situations),33.00
2014,Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),59.00
2014,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1451.00
2014,Cyprus,Tajikistan,Refugees (incl. refugee-like situations),*
2014,Cyprus,Turkey,Refugees (incl. refugee-like situations),164.00
2014,Cyprus,Ukraine,Refugees (incl. refugee-like situations),29.00
2014,Cyprus,Uzbekistan,Refugees (incl. refugee-like situations),*
2014,Cyprus,Viet Nam,Refugees (incl. refugee-like situations),*
2014,Cyprus,Stateless,Refugees (incl. refugee-like situations),*
2014,Cyprus,Yemen,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Afghanistan,Refugees (incl. refugee-like situations),228.00
2014,Czech Rep.,Angola,Refugees (incl. refugee-like situations),18.00
2014,Czech Rep.,Albania,Refugees (incl. refugee-like situations),11.00
2014,Czech Rep.,Armenia,Refugees (incl. refugee-like situations),67.00
2014,Czech Rep.,Azerbaijan,Refugees (incl. refugee-like situations),27.00
2014,Czech Rep.,Burundi,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Burkina Faso,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Bangladesh,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Bulgaria,Refugees (incl. refugee-like situations),15.00
2014,Czech Rep.,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),9.00
2014,Czech Rep.,Belarus,Refugees (incl. refugee-like situations),375.00
2014,Czech Rep.,China,Refugees (incl. refugee-like situations),14.00
2014,Czech Rep.,C̫te d'Ivoire,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Cameroon,Refugees (incl. refugee-like situations),6.00
2014,Czech Rep.,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26.00
2014,Czech Rep.,Congo,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Cuba,Refugees (incl. refugee-like situations),165.00
2014,Czech Rep.,Djibouti,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Algeria,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Ecuador,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Egypt,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Eritrea,Refugees (incl. refugee-like situations),11.00
2014,Czech Rep.,Ethiopia,Refugees (incl. refugee-like situations),9.00
2014,Czech Rep.,Georgia,Refugees (incl. refugee-like situations),38.00
2014,Czech Rep.,Ghana,Refugees (incl. refugee-like situations),11.00
2014,Czech Rep.,Guinea,Refugees (incl. refugee-like situations),6.00
2014,Czech Rep.,Gambia,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Croatia,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,India,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),25.00
2014,Czech Rep.,Iraq,Refugees (incl. refugee-like situations),163.00
2014,Czech Rep.,Israel,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Jordan,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Kazakhstan,Refugees (incl. refugee-like situations),198.00
2014,Czech Rep.,Kyrgyzstan,Refugees (incl. refugee-like situations),25.00
2014,Czech Rep.,Liberia,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Libya,Refugees (incl. refugee-like situations),7.00
2014,Czech Rep.,Sri Lanka,Refugees (incl. refugee-like situations),13.00
2014,Czech Rep.,Morocco,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Rep. of Moldova,Refugees (incl. refugee-like situations),18.00
2014,Czech Rep.,Mali,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Myanmar,Refugees (incl. refugee-like situations),159.00
2014,Czech Rep.,Mongolia,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Nigeria,Refugees (incl. refugee-like situations),10.00
2014,Czech Rep.,Nepal,Refugees (incl. refugee-like situations),*
2014,Czech Rep.,Pakistan,Refugees (incl. refugee-like situations),20.00
